0,001     499500     999
0,002     1999000     1999
0,005     4498500     2999
0,007     7998000     3999
0,012     12497500     4999
0,016     17997000     5999
0,022     24496500     6999
0,033     31996000     7999
0,05     40495500     8999
0,081     49995000     9999
0,161     60494500     10999
0,187     71994000     11999
0,123     84493500     12999
0,141     97993000     13999
0,123     112492500     14999
0,163     127992000     15999
0,168     144491500     16999
0,206     161991000     17999
0,236     180490500     18999
0,219     199990000     19999
0,258     220489500     20999
0,244     241989000     21999
0,271     264488500     22999
0,289     287988000     23999
0,31     312487500     24999
0,334     337987000     25999
0,369     364486500     26999
0,438     391986000     27999
0,475     420485500     28999
0,481     449985000     29999
0,478     480484500     30999
0,625     511984000     31999
0,574     544483500     32999
0,613     577983000     33999
0,639     612482500     34999
0,711     647982000     35999
1,039     684481500     36999
0,873     721981000     37999
0,819     760480500     38999
0,867     799980000     39999
0,833     840479500     40999
0,941     881979000     41999
0,946     924478500     42999
1,054     967978000     43999
1,109     1012477500     44999
1,216     1057977000     45999
1,109     1104476500     46999
1,168     1151976000     47999
1,2     1200475500     48999
1,278     1249975000     49999
1,386     1300474500     50999
1,452     1351974000     51999
1,407     1404473500     52999
1,371     1457973000     53999
1,417     1512472500     54999
1,529     1567972000     55999
1,659     1624471500     56999
1,708     1681971000     57999
1,72     1740470500     58999
1,725     1799970000     59999
1,911     1860469500     60999
2,384     1921969000     61999
2,134     1984468500     62999
2,124     2047968000     63999
2,215     2112467500     64999
2,237     -2117000296     65999
2,263     -2050500796     66999
2,37     -1983001296     67999
2,443     -1914501796     68999
2,477     -1845002296     69999
2,601     -1774502796     70999
2,699     -1703003296     71999
3,003     -1630503796     72999
3,051     -1557004296     73999
3,968     -1482504796     74999
3,908     -1407005296     75999
3,058     -1330505796     76999
3,099     -1253006296     77999
3,241     -1174506796     78999
3,352     -1095007296     79999
3,15     -1014507796     80999
3,351     -933008296     81999
4,669     -850508796     82999
3,761     -767009296     83999
3,969     -682509796     84999
3,998     -597010296     85999
4,001     -510510796     86999
3,988     -423011296     87999
3,949     -334511796     88999
4,059     -245012296     89999
4,962     -154512796     90999
5,448     -63013296     91999
5,195     29486204     92999
4,756     122985704     93999
5,069     217485204     94999
4,926     312984704     95999
4,595     409484204     96999
5,567     506983704     97999
4,944     605483204     98999
5,357     704982704     99999
